id,question,choices,answerKey,prompt
Mercury_SC_413138,Energy from the Sun changes ocean water to a gas. This sentence describes which step in the water cycle?,"{'text': ['condensation', 'evaporation', 'precipitation', 'runoff'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    Energy from the Sun changes ocean water to a gas. This sentence describes which step in the water cycle?
Options:
A. condensation
B. evaporation
C. precipitation
D. runoff

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_7114940,Which is an example of symbiosis?,"{'text': ['a tick feeding on a deer', 'a lion hunting a zebra', 'a dandelion growing in a grass lawn', 'a dolphin communicating with another dolphin'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    Which is an example of symbiosis?
Options:
A. a tick feeding on a deer
B. a lion hunting a zebra
C. a dandelion growing in a grass lawn
D. a dolphin communicating with another dolphin

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
MDSA_2008_5_41,A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. During which process in the water cycle does snow fall to the ground?,"{'text': ['classification', 'condensation', 'evaporation', 'precipitation'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. During which process in the water cycle does snow fall to the ground?
Options:
A. classification
B. condensation
C. evaporation
D. precipitation

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
MCAS_2002_8_2,"In a food chain, living organisms that eat plants and are a food source for other animals are called","{'text': ['decomposers.', 'carnivores.', 'producers.', 'herbivores.'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    In a food chain, living organisms that eat plants and are a food source for other animals are called
Options:
A. decomposers.
B. carnivores.
C. producers.
D. herbivores.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
MCAS_2016_5_7,Which of the following happens only during the adult stage of the life cycle of a frog?,"{'text': ['A frog lays eggs.', 'A frog swims in water.', 'A frog begins to lose its tail.', 'A frog begins to develop lungs.'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    Which of the following happens only during the adult stage of the life cycle of a frog?
Options:
A. A frog lays eggs.
B. A frog swims in water.
C. A frog begins to lose its tail.
D. A frog begins to develop lungs.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
Mercury_7154490,"In order for nitrogen to be used for growth in organisms, it must be ""fixed."" When nitrogen is ""fixed,"" it is combined into the form of ammonium or other nitrogen ions. During which type of fixation do organisms and nitrogen interact?","{'text': ['biological', 'combustion', 'industrial', 'lightning'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    In order for nitrogen to be used for growth in organisms, it must be ""fixed."" When nitrogen is ""fixed,"" it is combined into the form of ammonium or other nitrogen ions. During which type of fixation do organisms and nitrogen interact?
Options:
A. biological
B. combustion
C. industrial
D. lightning

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
Mercury_7177520,What is the relationship between mass and gravitational pull?,"{'text': ['Lower gravitational pull creates more mass.', 'Higher gravitational pull creates more mass.', 'Lower mass creates higher gravitational pull.', 'Higher mass creates higher gravitational pull.'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    What is the relationship between mass and gravitational pull?
Options:
A. Lower gravitational pull creates more mass.
B. Higher gravitational pull creates more mass.
C. Lower mass creates higher gravitational pull.
D. Higher mass creates higher gravitational pull.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_7241273,Which enzyme acts first in response to the ingestion of a hamburger patty?,"{'text': ['amylase in the mouth', 'pepsin in the stomach', 'lipase in the small intestine', 'trypsin in the small intestine'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    Which enzyme acts first in response to the ingestion of a hamburger patty?
Options:
A. amylase in the mouth
B. pepsin in the stomach
C. lipase in the small intestine
D. trypsin in the small intestine

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_7234185,Which part of Earth's structure is composed of a solid mixture of nickel and iron?,"{'text': ['the inner core', 'the outer core', 'the lithosphere', 'the asthenosphere'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    Which part of Earth's structure is composed of a solid mixture of nickel and iron?
Options:
A. the inner core
B. the outer core
C. the lithosphere
D. the asthenosphere

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
Mercury_7074970,A disease that can be passed from one person to another is best described as being,"{'text': ['hazardous.', 'contaminated.', 'infectious.', 'toxic.'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    A disease that can be passed from one person to another is best described as being
Options:
A. hazardous.
B. contaminated.
C. infectious.
D. toxic.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
LEAP__7_10350,Scientists have observed an increase in global temperatures over the past 100 years. Which phenomena do scientists believe contributes to the increase in temperatures?,"{'text': ['an increase in undersea volcanic activity', 'a decrease in the distance between Earth and the Sun', 'an increase in certain gases released during the use of fossil fuels', 'a decrease in the amount of water on Earth due to overconsumption'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Scientists have observed an increase in global temperatures over the past 100 years. Which phenomena do scientists believe contributes to the increase in temperatures?
Options:
A. an increase in undersea volcanic activity
B. a decrease in the distance between Earth and the Sun
C. an increase in certain gases released during the use of fossil fuels
D. a decrease in the amount of water on Earth due to overconsumption

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
NYSEDREGENTS_2014_8_27,Which weather condition commonly occurs along a cold front?,"{'text': ['clear skies', 'precipitation', 'warm temperatures', 'dry air'], 'label': ['1', '2', '3', '4']}",2,"
    Question:
    Which weather condition commonly occurs along a cold front?
Options:
A. clear skies
B. precipitation
C. warm temperatures
D. dry air

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_7245928,The sound made by crickets occurs when the male crickets rubs its two hind legs together. Which type of energy transformation results in the sound made by crickets?,"{'text': ['sound energy to thermal energy', 'thermal energy to chemical energy', 'mechanical energy to sound energy', 'mechanical energy to chemical energy'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    The sound made by crickets occurs when the male crickets rubs its two hind legs together. Which type of energy transformation results in the sound made by crickets?
Options:
A. sound energy to thermal energy
B. thermal energy to chemical energy
C. mechanical energy to sound energy
D. mechanical energy to chemical energy

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_7205380,"Salt water, plastic, and helium are all made of","{'text': ['atoms.', 'mixtures.', 'electrons.', 'compounds.'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    Salt water, plastic, and helium are all made of
Options:
A. atoms.
B. mixtures.
C. electrons.
D. compounds.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
Mercury_7072415,"As a satellite falls toward Earth, the gravitational force between the satellite and Earth increases. Which statement best explains why there is an increase in gravitational force?","{'text': ['As the satellite gets closer to Earth, the satellite cools.', 'As the satellite approaches Earth, the satellite rotates faster.', 'The mass of the satellite increases as it nears Earth.', 'The distance between Earth and the satellite decreases.'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    As a satellite falls toward Earth, the gravitational force between the satellite and Earth increases. Which statement best explains why there is an increase in gravitational force?
Options:
A. As the satellite gets closer to Earth, the satellite cools.
B. As the satellite approaches Earth, the satellite rotates faster.
C. The mass of the satellite increases as it nears Earth.
D. The distance between Earth and the satellite decreases.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
